,product-ratingsContainer,product-ratingsCount,product-base href,product-brand,product-product,product-sizeInventoryPresent,product-discountedPrice,product-strike,product-discountPercentage,product-category
5566,0.0,0,https://www.myntra.com/shirts/metronaut/metronaut-grid-tattersall-checked-long-sleeves-classic-fit-casual-shirt/22633912/buy,Metronaut,Checked Casual Shirt,38,Rs. 509,Rs. 1699,(70% OFF),topwear
5567,0.0,0,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-pure-cotton-raglan-sleeve-t-shirt/21423478/buy,Roadster,Cotton Raglan Sleeve T-shirt,S,Rs. 299,Rs. 599,(50% OFF),topwear
5568,4.4,17,https://www.myntra.com/shirts/english-navy/english-navy-men-maroon-classic-slim-fit-casual-shirt/16759260/buy,English Navy,Slim Fit Casual Shirt,38,Rs. 498,Rs. 999,(Rs. 501 OFF),topwear
5569,4.3,13,https://www.myntra.com/tshirts/ether/ether-round-neck-knitted-t-shirt/17815456/buy,ether,Round Neck T-shirt,S,Rs. 215,Rs. 799,(73% OFF),topwear
5570,4.5,8,https://www.myntra.com/tshirts/roadster/the-roadster-life-co-henley-neck-pure-cotton-t-shirt/21423516/buy,Roadster,Pure Cotton T-shirt,M,Rs. 299,Rs. 599,(50% OFF),topwear
5571,4.2,2.3k,https://www.myntra.com/shirts/highlander/highlander-men-blue--orange-slim-fit-conversational-print-casual-shirt/12086036/buy,HIGHLANDER,Slim Fit Casual Shirt,39,Rs. 514,Rs. 1049,(51% OFF),topwear
5572,0.0,0,https://www.myntra.com/tshirts/lux-nitro/lux-nitro-men-anti-odour-regular-fit-cotton-t-shirt/22643656/buy,LUX NITRO,Men Anti Odour Cotton T-shirt,M,Rs. 199,Rs. 210,(5% OFF),topwear
5573,3.5,69,https://www.myntra.com/shirts/ketch/ketch-men-navy-blue-slim-fit-tartan-checked-casual-shirt/16904244/buy,KETCH,Men Navy Blue Checked Shirt,39,Rs. 449,Rs. 999,(Rs. 550 OFF),topwear
5574,4.0,485,https://www.myntra.com/tshirts/ether/ether-men-off-white-solid-round-neck-pure-cotton-t-shirt/11920056/buy,ether,Solid Round Neck Pure Cotton T-shirt,XS,Rs. 299,Rs. 749,(60% OFF),topwear
5575,0.0,0,https://www.myntra.com/shirts/ketch/ketch-men-navy-blue-slim-fit-printed-casual-shirt/19029344/buy,KETCH,Slim Fit Casual Shirt,39,Rs. 500,Rs. 1249,(Rs. 749 OFF),topwear
5576,0.0,0,https://www.myntra.com/shirts/v-mart/v-mart-men-white-classic-floral-printed-casual-shirt/19253464/buy,V-Mart,Men Casual Shirt,36,Rs. 472,Rs. 675,(30% OFF),topwear
5577,4.0,13,https://www.myntra.com/shirts/invictus/invictus-men-white-slim-fit-printed-casual-shirt/18921246/buy,INVICTUS,Men Slim Fit Casual Shirt,42,Rs. 519,Rs. 1298,(60% OFF),topwear
5578,4.1,98,https://www.myntra.com/tshirts/roadster/roadster-men-grey-with-a-tinge-of-blue-printed-pure-cotton-t-shirt/16996592/buy,Roadster,Men Printed Cotton T-shirt,S,Rs. 279,Rs. 799,(65% OFF),topwear
5579,4.3,330,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-navy-blue-pure-cotton-striped-round-neck-pure-cotton-t-shirt/13622676/buy,Roadster,Cotton Striped Pure Cotton T-shirt,S,Rs. 179,Rs. 599,(70% OFF),topwear
5580,0.0,0,https://www.myntra.com/shirts/v-mart/v-mart-spread-collar-floral-printed-regular-fit-cotton-casual-shirt/22150886/buy,V-Mart,Printed Cotton Casual Shirt,38,Rs. 449,Rs. 499,(10% OFF),topwear
5581,4.2,2.1k,https://www.myntra.com/shirts/highlander/highlander-men-white--blue-slim-fit-printed-casual-shirt/11648092/buy,HIGHLANDER,Slim Fit Casual Shirt,40,Rs. 499,Rs. 1049,(Rs. 550 OFF),topwear
5582,0.0,0,https://www.myntra.com/shirts/dennis-lingo/dennis-lingo-men-slim-fit-cotton-casual-shirt/21126464/buy,Dennis Lingo,Slim Fit Cotton Casual Shirt,44,Rs. 499,Rs. 2199,(Rs. 1700 OFF),topwear
5583,0.0,0,https://www.myntra.com/shirts/ketch/ketch-men-blue-slim-fit-printed-casual-shirt/19029304/buy,KETCH,Blue Slim Fit Casual Shirt,40,Rs. 499,Rs. 1299,(Rs. 800 OFF),topwear
5584,4.1,796,https://www.myntra.com/tshirts/herenow/herenow-men-black-solid-round-neck-pure-cotton-t-shirt/12337816/buy,HERE&NOW,Solid Round Neck Pure Cotton T-shirt,M,Rs. 279,Rs. 699,(60% OFF),topwear
5585,3.7,98,https://www.myntra.com/shirts/highlander/highlander-men-pink--black-slim-fit-typography-printed-cotton-casual-shirt/17046980/buy,HIGHLANDER,Slim Fit Printed Casual Shirt,40,Rs. 454,Rs. 1299,(65% OFF),topwear
5586,4.3,165,https://www.myntra.com/shirts/highlander/highlander-men-sea-green-slim-fit-printed-cotton-casual-shirt/17903478/buy,HIGHLANDER,Men Slim Fit Casual Shirt,39,Rs. 472,Rs. 1349,(65% OFF),topwear
5587,4.1,61,https://www.myntra.com/tshirts/harvard/harvard-men-grey-melange--green-typography-printed-slim-fit-casual-t-shirt/16886270/buy,Harvard,Men Typography Printed Slim Fit T-shirt,M,Rs. 279,Rs. 698,(60% OFF),topwear
5588,0.0,0,https://www.myntra.com/shirts/fubar/fubar-men-maroon-modern-casual-shirt/18624894/buy,FUBAR,Casual Shirt,40,Rs. 449,Rs. 1499,(70% OFF),topwear
5589,0.0,0,https://www.myntra.com/shirts/ketch/ketch-men-navy-blue-slim-fit-floral-printed-casual-shirt/18125434/buy,KETCH,Slim Fit Casual Shirt,39,Rs. 500,Rs. 1249,(Rs. 749 OFF),topwear
5590,4.1,100,https://www.myntra.com/tshirts/roadster/roadster-men-blue--white-typography-printed-pure-cotton-printed-t-shirt/13745258/buy,Roadster,Pure Cotton Printed T-shirt,M,Rs. 314,Rs. 699,(55% OFF),topwear
5591,4.1,464,https://www.myntra.com/shirts/locomotive/locomotive-men-mustard-yellow--navy-blue-cotton-slim-fit-colourblocked-casual-shirt/14250104/buy,LOCOMOTIVE,Cotton Slim Fit Casual Shirt,42,Rs. 503,Rs. 1199,(58% OFF),topwear
5592,3.7,67,https://www.myntra.com/shirts/ketch/ketch-slim-fit-tartan-checks-checked-casual-shirt/15767136/buy,KETCH,Slim Fit Checked Casual Shirt,39,Rs. 499,Rs. 899,(Rs. 400 OFF),topwear
5593,4.2,55,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-pure-cotton-t-shirt/21423448/buy,Roadster,Pure Cotton T-shirt,S,Rs. 199,Rs. 399,(50% OFF),topwear
5594,4.3,244,https://www.myntra.com/shirts/ketch/ketch-men-white--blue-slim-fit-floral-opaque-printed-casual-shirt/16023860/buy,KETCH,Men Slim Fit Casual Shirt,39,Rs. 503,Rs. 1199,(58% OFF),topwear
5595,4.1,454,https://www.myntra.com/tshirts/roadster/roadster-men-black--maroon-pure-cotton-brand-logo-print-round-neck-t-shirt/12117242/buy,Roadster,Pure Cotton Brand Logo T-shirt,S,Rs. 299,Rs. 499,(40% OFF),topwear
5596,4.0,383,https://www.myntra.com/sweatshirts/locomotive/locomotive-men-navy-blue--orange-printed-hooded-sweatshirt/12970026/buy,LOCOMOTIVE,Printed Hooded Sweatshirt,M,Rs. 469,Rs. 2349,(80% OFF),topwear
5597,4.0,15,https://www.myntra.com/tshirts/lux-nitro/lux-nitro-round-neck-anti-odour-regular-fit-cotton-t-shirt/22643724/buy,LUX NITRO,Round Neck Cotton T-Shirt,M,Rs. 199,Rs. 210,(5% OFF),topwear
5598,4.3,15,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-rapid-dry-sleeveless-training-t-shirt/21464614/buy,HRX by Hrithik Roshan,Rapid-Dry Training T-shirt,L,Rs. 299,Rs. 599,(50% OFF),topwear
5599,4.3,61,https://www.myntra.com/tshirts/locomotive/locomotive-men-teal-blue-solid-round-neck-t-shirt/12005636/buy,LOCOMOTIVE,Solid Round Neck T-shirt,S,Rs. 215,Rs. 799,(73% OFF),topwear
5600,3.8,75,https://www.myntra.com/shirts/harvard/harvard-men-maroon--white-striped-pure-cotton-casual-shirt/17873484/buy,Harvard,Striped Casual Shirt,40,Rs. 449,Rs. 1498,(70% OFF),topwear
5601,3.9,2.2k,https://www.myntra.com/shirts/highlander/highlander-men-navy-blue--maroon-slim-fit-striped-casual-shirt/11467502/buy,HIGHLANDER,Men Slim Fit Casual Shirt,40,Rs. 461,Rs. 1049,(56% OFF),topwear
5602,3.8,760,https://www.myntra.com/tshirts/herenow/herenow-men-olive-green-printed-round-neck-t-shirt/12816834/buy,HERE&NOW,Printed Round Neck T-shirt,S,Rs. 279,Rs. 699,(60% OFF),topwear
5603,3.9,1.1k,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-red--white-striped-round-neck-t-shirt/2232113/buy,Mast & Harbour,Striped Round Neck T-shirt,S,Rs. 279,Rs. 799,(65% OFF),topwear
5604,0.0,0,https://www.myntra.com/tshirts/metronaut/metronaut-men-green-brand-logo-printed-t-shirt/18785926/buy,Metronaut,Men Brand Logo Printed T-shirt,L,Rs. 279,Rs. 799,(65% OFF),topwear
5605,4.3,522,https://www.myntra.com/tshirts/herenow/herenow-men-black--grey-typography-printed-pure-cotton-t-shirt/14911682/buy,HERE&NOW,Men Typography Printed Pure Cotton T-shirt,S,Rs. 314,Rs. 699,(55% OFF),topwear
5606,4.3,456,https://www.myntra.com/sweatshirts/highlander/highlander-men-olive-green-printed-hooded-sweatshirt/13080408/buy,HIGHLANDER,Printed Hooded Sweatshirt,S,Rs. 474,Rs. 2499,(81% OFF),topwear
5607,4.4,17,https://www.myntra.com/shirts/roadster/roadster-men-blue-comfort-fit-tartan-checks-checked-cotton-casual-shirt/19836618/buy,Roadster,Comfort Fit Casual Shirt,38,Rs. 509,Rs. 1699,(70% OFF),topwear
5608,0.0,0,https://www.myntra.com/tshirts/rodzen/rodzen-abstract-printed-regular-fit-cotton-t-shirt/22634986/buy,Rodzen,Printed Cotton T-Shirt,M,Rs. 314,Rs. 1499,(79% OFF),topwear
5609,3.8,178,https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue-solid-round-neck-t-shirt/11545550/buy,Roadster,Men Solid Round Neck T-shirt,S,Rs. 314,Rs. 899,(65% OFF),topwear
5610,4.0,15,https://www.myntra.com/tshirts/lux-nitro/lux-nitro-round-neck-anti-odour-regular-fit-cotton-t-shirt/22643724/buy,LUX NITRO,Round Neck Cotton T-Shirt,M,Rs. 199,Rs. 210,(5% OFF),topwear
5611,4.3,15,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-rapid-dry-sleeveless-training-t-shirt/21464614/buy,HRX by Hrithik Roshan,Rapid-Dry Training T-shirt,L,Rs. 299,Rs. 599,(50% OFF),topwear
5612,4.3,61,https://www.myntra.com/tshirts/locomotive/locomotive-men-teal-blue-solid-round-neck-t-shirt/12005636/buy,LOCOMOTIVE,Solid Round Neck T-shirt,S,Rs. 215,Rs. 799,(73% OFF),topwear
5613,3.8,75,https://www.myntra.com/shirts/harvard/harvard-men-maroon--white-striped-pure-cotton-casual-shirt/17873484/buy,Harvard,Striped Casual Shirt,40,Rs. 449,Rs. 1498,(70% OFF),topwear
5614,3.9,2.2k,https://www.myntra.com/shirts/highlander/highlander-men-navy-blue--maroon-slim-fit-striped-casual-shirt/11467502/buy,HIGHLANDER,Men Slim Fit Casual Shirt,40,Rs. 461,Rs. 1049,(56% OFF),topwear
5615,3.8,760,https://www.myntra.com/tshirts/herenow/herenow-men-olive-green-printed-round-neck-t-shirt/12816834/buy,HERE&NOW,Printed Round Neck T-shirt,S,Rs. 279,Rs. 699,(60% OFF),topwear
5616,3.9,1.1k,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-red--white-striped-round-neck-t-shirt/2232113/buy,Mast & Harbour,Striped Round Neck T-shirt,S,Rs. 279,Rs. 799,(65% OFF),topwear
5617,3.6,8,https://www.myntra.com/shirts/ketch/ketch-men-white-slim-fit-printed-casual-shirt/18125386/buy,KETCH,Slim Fit Casual Shirt,39,Rs. 515,Rs. 1199,(57% OFF),topwear
5618,4.3,522,https://www.myntra.com/tshirts/herenow/herenow-men-black--grey-typography-printed-pure-cotton-t-shirt/14911682/buy,HERE&NOW,Men Typography Printed Pure Cotton T-shirt,S,Rs. 314,Rs. 699,(55% OFF),topwear
5619,4.3,456,https://www.myntra.com/sweatshirts/highlander/highlander-men-olive-green-printed-hooded-sweatshirt/13080408/buy,HIGHLANDER,Printed Hooded Sweatshirt,S,Rs. 474,Rs. 2499,(81% OFF),topwear
5620,4.4,17,https://www.myntra.com/shirts/roadster/roadster-men-blue-comfort-fit-tartan-checks-checked-cotton-casual-shirt/19836618/buy,Roadster,Comfort Fit Casual Shirt,38,Rs. 509,Rs. 1699,(70% OFF),topwear
5621,4.1,52,https://www.myntra.com/tshirts/highlander/highlander-men-white-typography-printed-slim-fit-cotton-t-shirt/17579992/buy,HIGHLANDER,Men Printed Slim Fit T-shirt,XL,Rs. 279,Rs. 699,(60% OFF),topwear
5622,4.1,83,https://www.myntra.com/tshirts/herenow/herenow-men-black-print-detail-t-shirt/17107092/buy,HERE&NOW,Men Print Detail T-shirt,L,Rs. 319,Rs. 799,(60% OFF),topwear
5623,3.9,32,https://www.myntra.com/tshirts/herenow/herenow-men-maroon--black-striped-round-neck-t-shirt/1985621/buy,HERE&NOW,Striped Round Neck T-Shirt,S,Rs. 279,Rs. 699,(60% OFF),topwear
5624,0.0,0,https://www.myntra.com/tshirts/lux-nitro/lux-nitro-polo-collar-anti-odour-t-shirt/23123488/buy,LUX NITRO,Anti Odour Polo Collar T-shirt,M,Rs. 315,Rs. 351,(10% OFF),topwear
5625,4.2,514,https://www.myntra.com/shirts/highlander/highlander-men-green-slim-fit-solid-casual-shirt/13938100/buy,HIGHLANDER,Slim Fit Casual Shirt,39,Rs. 494,Rs. 1149,(57% OFF),topwear
5627,4.2,1.9k,https://www.myntra.com/shirts/highlander/highlander-maroon-slim-fit-casual-shirt/1265380/buy,HIGHLANDER,Casual Shirt,42,Rs. 499,Rs. 999,(50% OFF),topwear
5628,3.9,204,https://www.myntra.com/tshirts/herenow/herenow-men-navy-blue-varsity-printed-pure-cotton-graphitee-t-shirt/12787358/buy,HERE&NOW,Pure Cotton Graphitee T-shirt,S,Rs. 319,Rs. 799,(60% OFF),topwear
5629,4.2,73,https://www.myntra.com/tshirts/slazenger/slazenger-men-olive-green-printed-t-shirt/16606228/buy,Slazenger,Men Printed T-shirt,S,Rs. 299,Rs. 1199,(75% OFF),topwear
5630,4.5,23,https://www.myntra.com/tshirts/herenow/herenow-men-pure-cotton-varsity-printed-t-shirt/15609966/buy,HERE&NOW,Men Pure Cotton T-shirt,M,Rs. 319,Rs. 799,(60% OFF),topwear
5631,3.8,286,https://www.myntra.com/shirts/harvard/harvard-men-grey-regular-fit-solid-cotton-linen-sustainable-casual-shirt/11110766/buy,Harvard,Regular Fit Sustainable Casual Shirt,38,Rs. 449,Rs. 1499,(70% OFF),topwear
5632,0.0,0,https://www.myntra.com/shirts/dennis-lingo/dennis-lingo-men-orange-comfort-slim-fit-casual-shirt/16525666/buy,Dennis Lingo,Men Orange Casual Shirt,42,Rs. 449,Rs. 2299,(Rs. 1850 OFF),topwear
5633,4.3,56,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-solid-round-neck-t-shirt/21423514/buy,Roadster,Men Solid Round Neck T-shirt,M,Rs. 199,Rs. 399,(50% OFF),topwear
5634,4.3,21,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-rapid-dry-training-t-shirt/21464560/buy,HRX by Hrithik Roshan,Rapid-Dry Training T-shirt,S,Rs. 299,Rs. 599,(50% OFF),topwear
5635,3.5,13,https://www.myntra.com/shirts/herenow/herenow-slim-fit-floral-printed-casual-shirt/21945724/buy,HERE&NOW,Slim Fit Casual Shirt,38,Rs. 449,Rs. 1699,(Rs. 1250 OFF),topwear
5636,0.0,0,https://www.myntra.com/shirts/majestic-man/majestic-man-classic-slim-fit-pure-cotton-casual-shirt/22905552/buy,Majestic Man,Pure Cotton Casual Shirt,38,Rs. 499,Rs. 1499,(Rs. 1000 OFF),topwear
5637,4.2,75,https://www.myntra.com/shirts/ketch/ketch-men-rust-solid-slim-fit-opaque-casual-shirt/15770738/buy,KETCH,Slim Fit Opaque Casual Shirt,39,Rs. 499,Rs. 1149,(Rs. 650 OFF),topwear
5638,4.1,274,https://www.myntra.com/shirts/highlander/highlander-men-white-slim-fit-opaque-printed-cotton-casual-shirt/15253374/buy,HIGHLANDER,Slim Fit Opaque Casual Shirt,40,Rs. 483,Rs. 1099,(56% OFF),topwear
5639,4.1,58,https://www.myntra.com/shirts/dennis-lingo/dennis-lingo-men-olive-green-slim-fit-solid-casual-shirt/10522308/buy,Dennis Lingo,Men Slim Fit Casual Shirt,38,Rs. 499,Rs. 1849,(Rs. 1350 OFF),topwear
5640,4.1,558,https://www.myntra.com/shirts/english-navy/english-navy-men-navy-blue-slim-fit-solid-formal-shirt/7204996/buy,English Navy,Men Slim Fit Formal Shirt,44,Rs. 498,Rs. 999,(Rs. 501 OFF),topwear
5641,4.8,8,https://www.myntra.com/shirts/dennis-lingo/dennis-lingo-men-red-comfort-slim-fit-casual-shirt/16525630/buy,Dennis Lingo,Men Red Slim Fit Casual Shirt,38,Rs. 449,Rs. 2299,(Rs. 1850 OFF),topwear
5642,4.4,316,https://www.myntra.com/tshirts/roadster/roadster-men-black-and-beige-printed-round-neck-t-shirt/11545084/buy,Roadster,Printed Round Neck T-shirt,S,Rs. 314,Rs. 699,(55% OFF),topwear
5643,4.2,665,https://www.myntra.com/tshirts/harvard/harvard-men-white--navy-blue-striped-round-neck-pure-cotton-t-shirt/9045841/buy,Harvard,Striped Round Neck Pure Cotton T-shirt,S,Rs. 319,Rs. 799,(60% OFF),topwear
5644,4.1,155,https://www.myntra.com/shirts/highlander/highlander-men-white--navy-blue-slim-fit-checked-casual-shirt/10381475/buy,HIGHLANDER,Men Slim Fit Casual Shirt,39,Rs. 449,Rs. 1499,(70% OFF),topwear
5645,0.0,0,https://www.myntra.com/shirts/metronaut/metronaut-classic-slim-fit-checked-cotton-casual-shirt/22633902/buy,Metronaut,Slim Fit Cotton Casual Shirt,38,Rs. 509,Rs. 1699,(70% OFF),topwear
5646,4.1,50,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-kombu-green-rapid-dry-printed-t-shirt/17861176/buy,HRX by Hrithik Roshan,Training Rapid-Dry T-shirt,S,Rs. 314,Rs. 899,(65% OFF),topwear
5647,4.8,8,https://www.myntra.com/shirts/dennis-lingo/dennis-lingo-men-navy-blue-comfort-slim-fit-printed-pure-cotton-casual-shirt/14388862/buy,Dennis Lingo,Slim Fit Cotton Casual Shirt,42,Rs. 449,Rs. 1999,(Rs. 1550 OFF),topwear
5648,4.2,2.5k,https://www.myntra.com/tshirts/roadster/roadster-men-charcoal-melange-solid-round-neck-t-shirt/2275373/buy,Roadster,Solid Round Neck T-shirt,XL,Rs. 299,Rs. 499,(40% OFF),topwear
5649,4.2,34,https://www.myntra.com/shirts/highlander/highlander-men-lavender-slim-fit-printed-casual-shirt/19611124/buy,HIGHLANDER,Slim Fit Casual Shirt,44,Rs. 515,Rs. 1199,(57% OFF),topwear
5650,4.6,29,https://www.myntra.com/tshirts/herenow/herenow-men-white-typography-printed-pure-cotton-t-shirt/20374866/buy,HERE&NOW,Men Typography Printed T-shirt,M,Rs. 319,Rs. 799,(60% OFF),topwear
5651,0.0,0,https://www.myntra.com/shirts/moonvelly/moonvelly-classic-spread-collar-formal-cotton-shirt/23020202/buy,MOONVELLY,Formal Cotton Shirt,38,Rs. 499,Rs. 2099,(Rs. 1600 OFF),topwear
5652,3.3,11,https://www.myntra.com/shirts/encore-by-invictus/encore-by-invictus-men-tartan-checked-casual-shirt/20431680/buy,encore by INVICTUS,Men Checked Casual Shirt,38,Rs. 519,Rs. 1298,(60% OFF),topwear
5653,0.0,0,https://www.myntra.com/shirts/fubar/fubar-modern-formal-shirt/22642800/buy,FUBAR,Opaque Formal Shirt,40,Rs. 444,Rs. 1648,(73% OFF),topwear
5654,4.5,28,https://www.myntra.com/shirts/roadster/roadster-men-olive-green-comfort-tartan-checks-band-collar-pure-cotton-casual-shirt/19847408/buy,Roadster,Checked Cotton Casual Shirt,38,Rs. 509,Rs. 1699,(70% OFF),topwear
5655,4.1,78,https://www.myntra.com/tshirts/highlander/highlander-men-green-printed-round-neck-cotton-t-shirt/14229504/buy,HIGHLANDER,Printed Cotton T-shirt,S,Rs. 285,Rs. 549,(48% OFF),topwear
5656,4.0,17,https://www.myntra.com/tshirts/herenow/herenow-round-neck-typography-printed-pure-cotton-t-shirt/21631124/buy,HERE&NOW,Printed Pure Cotton T-shirt,S,Rs. 319,Rs. 799,(60% OFF),topwear
5657,4.0,11,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-aspen-gold-bio-wash-typography-t-shirt/16938204/buy,HRX by Hrithik Roshan,Men Lifestyle Bio-Wash T-shirt,L,Rs. 314,Rs. 899,(65% OFF),topwear
5658,4.1,578,https://www.myntra.com/tshirts/harvard/harvard-men-green-pure-cotton-solid-round-neck-t-shirt/13240622/buy,Harvard,Pure Cotton Solid T-shirt,L,Rs. 224,Rs. 499,(55% OFF),topwear
5659,4.2,277,https://www.myntra.com/shirts/highlander/highlander-men-beige-slim-fit-opaque-printed-casual-shirt/15517956/buy,HIGHLANDER,Slim Fit Opaque Casual Shirt,39,Rs. 479,Rs. 1199,(60% OFF),topwear
5660,4.3,26,https://www.myntra.com/tshirts/alcis/alcis-men-navy-blue-solid-slim-fit-t-shirt/16246036/buy,Alcis,Men Slim Fit T-shirt,S,Rs. 296,Rs. 899,(67% OFF),topwear
5661,3.8,12,https://www.myntra.com/tshirts/lux-nitro/lux-nitro-round-neck-anti-odour-regular-fit-cotton-t-shirt/22643722/buy,LUX NITRO,Round Neck Cotton T-Shirt,S,Rs. 199,Rs. 210,(5% OFF),topwear
5662,0.0,0,https://www.myntra.com/shirts/valen-club/valen-club-men-slim-fit-floral-printed-casual-cotton-shirt/21201456/buy,VALEN CLUB,Slim Fit Casual Cotton Shirt,38,Rs. 499,Rs. 2499,(80% OFF),topwear
5663,3.5,32,https://www.myntra.com/shirts/ketch/ketch-men-beige-slim-fit-checked-casual-shirt/17435056/buy,KETCH,Slim Fit Casual Shirt,39,Rs. 499,Rs. 999,(Rs. 500 OFF),topwear
5664,4.1,188,https://www.myntra.com/shirts/hancock/hancock-men-blue-slim-fit-solid-formal-shirt/2001353/buy,Hancock,Men Slim Fit Formal Shirt,38,Rs. 496,Rs. 995,(Rs. 499 OFF),topwear
5665,4.5,13,https://www.myntra.com/shirts/harvard/harvard-men-regular-fit-solid-opaque-casual-shirt-with-chest-pocket/20171008/buy,Harvard,Solid Opaque Casual Shirt,38,Rs. 519,Rs. 1298,(60% OFF),topwear
5666,4.0,4,https://www.myntra.com/tshirts/rodzen/rodzen-men-navy-blue-solid-round-neck-t-shirt/13752472/buy,Rodzen,Solid Round Neck T-shirt,M,Rs. 299,Rs. 999,(70% OFF),topwear
5667,4.2,849,https://www.myntra.com/shirts/locomotive/locomotive-men-pink-slim-fit-printed-casual-shirt/13919954/buy,LOCOMOTIVE,Slim Fit Casual Shirt,39,Rs. 500,Rs. 1249,(Rs. 749 OFF),topwear
5668,4.0,238,https://www.myntra.com/shirts/highlander/highlander-men-navy-blue-slim-fit-opaque-colourblocked-casual-shirt/15517962/buy,HIGHLANDER,Slim Fit Opaque Casual Shirt,39,Rs. 351,Rs. 1099,(68% OFF),topwear
5669,4.5,11,https://www.myntra.com/shirts/invictus/invictus-men-slim-fit-polka-dots-printed-band-collar-sustainable-casual-shirt/20492198/buy,INVICTUS,Men Slim Fit Sustainable Casual Shirt,39,Rs. 449,Rs. 999,(55% OFF),topwear
5670,4.5,29,https://www.myntra.com/shirts/roadster/roadster-men-orange--black-checked-pure-cotton-casual-shirt/19836636/buy,Roadster,Checked Cotton Casual Shirt,38,Rs. 509,Rs. 1699,(70% OFF),topwear
5671,4.4,32,https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-men-blue-solid-mandarian-collar-casual-shirt/17052396/buy,Roadster,Men Solid Casual Shirt,38,Rs. 512,Rs. 1899,(73% OFF),topwear
5672,3.9,38,https://www.myntra.com/shirts/invictus/invictus-men-red-slim-fit-estilo-checked-casual-shirt/18921266/buy,INVICTUS,Men Slim Fit Casual Shirt,39,Rs. 519,Rs. 1298,(60% OFF),topwear
5673,4.6,12,https://www.myntra.com/shirts/roadster/roadster-men-red-checked-pure-cotton-casual-shirt/19836640/buy,Roadster,Checked Cotton Casual Shirt,38,Rs. 509,Rs. 1699,(70% OFF),topwear
5674,4.4,19,https://www.myntra.com/tshirts/metronaut/metronaut-men-black--white-typography-printed-t-shirt/18785866/buy,Metronaut,Men Typography Printed T-shirt,S,Rs. 279,Rs. 799,(65% OFF),topwear
5675,4.2,355,https://www.myntra.com/shirts/locomotive/locomotive-men-pink-slim-fit-casual-cotton-shirt/17504892/buy,LOCOMOTIVE,Men Slim Fit Casual Shirt,40,Rs. 517,Rs. 1399,(63% OFF),topwear
